precip_roll_sum_7d,precip_roll_sum_30d,days_since_last_rain,temp_max_24h,soil_moisture_root,social_report_count,social_stress_index,leak_mention_flag,sentiment_polarity,most_common_pain_keyword,population_density,elevation_meters,is_weekend,month_sin,month_cos,location_name,date,lat,lon,risk_index,risk_code,measurement_date,day_in_period
7.6,39.0,1,11.99,55.0,30,0.78,1,0.01,fuga de agua,9092.763222411666,2467.1,0,-0.5,-0.866,Azcapotzalco,2024-07-12,19.4869,-99.1838,1,D0,2024-06-30,12
7.6,39.0,1,11.99,55.0,30,0.78,1,0.01,fuga de agua,13450.638069467757,2244.4,1,-0.5,-0.866,Azcapotzalco,2024-07-13,19.4869,-99.1838,1,D0,2024-06-30,13
7.6,39.0,1,11.99,55.0,30,0.78,1,0.01,fuga de agua,10762.860934646651,2329.1,1,-0.5,-0.866,Azcapotzalco,2024-07-14,19.4869,-99.1838,1,D0,2024-06-30,14
7.6,39.0,1,11.99,55.0,30,0.78,1,0.01,fuga de agua,8602.485238152658,2231.8,0,-0.5,-0.866,Azcapotzalco,2024-07-15,19.4869,-99.1838,1,D0,2024-07-15,0
7.6,39.0,1,11.99,55.0,30,0.78,1,0.01,fuga de agua,13383.590154049976,2406.6,0,-0.5,-0.866,Azcapotzalco,2024-07-16,19.4869,-99.1838,1,D0,2024-07-15,1
7.6,39.0,1,11.99,55.0,30,0.78,1,0.01,fuga de agua,10811.929171848566,2211.9,0,-0.5,-0.866,Azcapotzalco,2024-07-17,19.4869,-99.1838,1,D0,2024-07-15,2
7.6,39.0,1,11.99,56.0,30,0.78,1,0.01,fuga de agua,14347.363610358861,2167.4,0,-0.5,-0.866,Azcapotzalco,2024-07-18,19.4869,-99.1838,1,D0,2024-07-15,3
7.6,39.0,1,11.99,57.0,30,0.78,1,0.01,fuga de agua,11086.058322860492,2112.4,0,-0.5,-0.866,Azcapotzalco,2024-07-19,19.4869,-99.1838,1,D0,2024-07-15,4
7.6,39.0,1,11.99,58.0,30,0.78,1,0.01,fuga de agua,9330.875065860346,2046.9,1,-0.5,-0.866,Azcapotzalco,2024-07-20,19.4869,-99.1838,1,D0,2024-07-15,5
7.6,39.0,1,11.99,58.0,30,0.78,1,0.01,fuga de agua,9408.413980021034,2226.2,1,-0.5,-0.866,Azcapotzalco,2024-07-21,19.4869,-99.1838,1,D0,2024-07-15,6
7.6,39.0,1,11.99,59.0,30,0.78,1,0.01,fuga de agua,14252.888469860023,2521.6,0,-0.5,-0.866,Azcapotzalco,2024-07-22,19.4869,-99.1838,1,D0,2024-07-15,7
7.6,39.0,1,11.99,62.0,30,0.78,1,0.01,fuga de agua,11267.621028420941,2483.8,0,-0.5,-0.866,Azcapotzalco,2024-07-23,19.4869,-99.1838,1,D0,2024-07-15,8
7.6,39.0,1,11.99,63.0,30,0.78,1,0.01,fuga de agua,11194.551824451293,2186.2,0,-0.5,-0.866,Azcapotzalco,2024-07-24,19.4869,-99.1838,1,D0,2024-07-15,9
7.6,39.0,1,11.99,64.0,30,0.78,1,0.01,fuga de agua,11368.339038695243,2341.7,0,-0.5,-0.866,Azcapotzalco,2024-07-25,19.4869,-99.1838,1,D0,2024-07-15,10
7.6,39.0,1,11.99,64.0,30,0.78,1,0.01,fuga de agua,8047.895211840907,2108.4,0,-0.5,-0.866,Azcapotzalco,2024-07-26,19.4869,-99.1838,1,D0,2024-07-15,11
7.6,39.0,1,11.99,64.0,30,0.78,1,0.01,fuga de agua,13796.94834378418,2112.2,1,-0.5,-0.866,Azcapotzalco,2024-07-27,19.4869,-99.1838,1,D0,2024-07-15,12
7.6,39.0,1,11.99,64.0,30,0.78,1,0.01,fuga de agua,14005.68587264587,2213.6,1,-0.5,-0.866,Azcapotzalco,2024-07-28,19.4869,-99.1838,1,D0,2024-07-15,13
7.6,39.0,1,11.99,64.0,30,0.78,1,0.01,fuga de agua,12497.943258180752,2157.2,0,-0.5,-0.866,Azcapotzalco,2024-07-29,19.4869,-99.1838,1,D0,2024-07-15,14
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,11786.258157437602,2094.5,0,0.5,-0.866,Coyoacán,2024-05-31,19.3467,-99.1617,3,D2,2024-05-31,0
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,10492.684884652175,2359.9,1,0.0,-1.0,Coyoacán,2024-06-01,19.3467,-99.1617,3,D2,2024-05-31,1
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,8355.826419212566,2479.2,1,0.0,-1.0,Coyoacán,2024-06-02,19.3467,-99.1617,3,D2,2024-05-31,2
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,9394.230750973935,2060.4,0,0.0,-1.0,Coyoacán,2024-06-03,19.3467,-99.1617,3,D2,2024-05-31,3
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,9137.378765853142,2386.8,0,0.0,-1.0,Coyoacán,2024-06-04,19.3467,-99.1617,3,D2,2024-05-31,4
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,11973.08512061806,2117.0,0,0.0,-1.0,Coyoacán,2024-06-05,19.3467,-99.1617,3,D2,2024-05-31,5
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,13474.52387640233,2148.9,0,0.0,-1.0,Coyoacán,2024-06-06,19.3467,-99.1617,3,D2,2024-05-31,6
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,9693.268186095289,2317.2,0,0.0,-1.0,Coyoacán,2024-06-07,19.3467,-99.1617,3,D2,2024-05-31,7
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,10961.959671127066,2538.1,1,0.0,-1.0,Coyoacán,2024-06-08,19.3467,-99.1617,3,D2,2024-05-31,8
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,10071.225260820187,2533.2,1,0.0,-1.0,Coyoacán,2024-06-09,19.3467,-99.1617,3,D2,2024-05-31,9
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,10041.455758295542,2208.0,0,0.0,-1.0,Coyoacán,2024-06-10,19.3467,-99.1617,3,D2,2024-05-31,10
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,8193.757615392158,2154.9,0,0.0,-1.0,Coyoacán,2024-06-11,19.3467,-99.1617,3,D2,2024-05-31,11
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,13087.324252666918,2234.5,0,0.0,-1.0,Coyoacán,2024-06-12,19.3467,-99.1617,3,D2,2024-05-31,12
11.5,42.9,1,11.55,37.0,47,0.87,1,0.16,sin agua,8654.248801112846,2488.6,0,0.0,-1.0,Coyoacán,2024-06-13,19.3467,-99.1617,3,D2,2024-05-31,13
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,11476.160331946294,2360.9,0,0.0,-1.0,Coyoacán,2024-06-14,19.3467,-99.1617,3,D2,2024-05-31,14
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,14864.501758716891,2408.2,1,0.0,-1.0,Coyoacán,2024-06-15,19.3467,-99.1617,3,D2,2024-06-15,0
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,10312.365930454569,2165.3,1,0.0,-1.0,Coyoacán,2024-06-16,19.3467,-99.1617,3,D2,2024-06-15,1
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,11227.864834775677,2425.5,0,0.0,-1.0,Coyoacán,2024-06-17,19.3467,-99.1617,3,D2,2024-06-15,2
11.5,42.9,1,11.55,36.0,47,0.87,1,0.16,sin agua,11642.662752604549,2424.9,0,0.0,-1.0,Coyoacán,2024-06-18,19.3467,-99.1617,3,D2,2024-06-15,3
11.5,42.9,1,11.55,38.0,47,0.87,1,0.16,sin agua,11288.535111866224,2262.5,0,0.0,-1.0,Coyoacán,2024-06-19,19.3467,-99.1617,3,D2,2024-06-15,4
11.5,42.9,1,11.55,39.0,47,0.87,1,0.16,sin agua,14153.019186048768,2534.8,0,0.0,-1.0,Coyoacán,2024-06-20,19.3467,-99.1617,3,D2,2024-06-15,5
11.5,42.9,1,11.55,40.0,47,0.87,1,0.16,sin agua,10221.120915196827,2060.5,0,0.0,-1.0,Coyoacán,2024-06-21,19.3467,-99.1617,3,D2,2024-06-15,6
11.5,42.9,1,11.55,40.0,47,0.87,1,0.16,sin agua,12543.557780127674,2378.5,1,0.0,-1.0,Coyoacán,2024-06-22,19.3467,-99.1617,3,D2,2024-06-15,7
11.5,42.9,1,11.55,41.0,47,0.87,1,0.16,sin agua,12697.517264726781,2385.3,1,0.0,-1.0,Coyoacán,2024-06-23,19.3467,-99.1617,3,D2,2024-06-15,8
11.5,42.9,1,11.55,43.0,47,0.87,1,0.16,sin agua,11122.559604031117,2466.3,0,0.0,-1.0,Coyoacán,2024-06-24,19.3467,-99.1617,3,D2,2024-06-15,9
11.5,42.9,1,11.55,47.0,47,0.87,1,0.16,sin agua,11581.410158457968,2385.8,0,0.0,-1.0,Coyoacán,2024-06-25,19.3467,-99.1617,3,D2,2024-06-15,10
11.5,42.9,1,11.55,47.0,47,0.87,1,0.16,sin agua,11058.190141899635,2317.9,0,0.0,-1.0,Coyoacán,2024-06-26,19.3467,-99.1617,3,D2,2024-06-15,11
11.5,42.9,1,11.55,47.0,47,0.87,1,0.16,sin agua,12094.93841284789,2052.7,0,0.0,-1.0,Coyoacán,2024-06-27,19.3467,-99.1617,3,D2,2024-06-15,12
11.5,42.9,1,11.55,47.0,47,0.87,1,0.16,sin agua,13076.703749690243,2404.5,0,0.0,-1.0,Coyoacán,2024-06-28,19.3467,-99.1617,3,D2,2024-06-15,13
11.5,42.9,1,11.55,47.0,47,0.87,1,0.16,sin agua,11854.17803618609,2318.2,1,0.0,-1.0,Coyoacán,2024-06-29,19.3467,-99.1617,3,D2,2024-06-15,14
11.5,42.9,1,11.55,49.0,47,0.87,1,0.16,sin agua,11847.461317256531,2049.8,1,0.0,-1.0,Coyoacán,2024-06-30,19.3467,-99.1617,1,D0,2024-06-30,0
11.5,42.9,1,11.55,50.0,47,0.87,1,0.16,sin agua,9725.045279912541,2155.2,0,-0.5,-0.866,Coyoacán,2024-07-01,19.3467,-99.1617,1,D0,2024-06-30,1
11.5,42.9,1,11.55,50.0,47,0.87,1,0.16,sin agua,14837.32780911573,2410.0,0,-0.5,-0.866,Coyoacán,2024-07-02,19.3467,-99.1617,1,D0,2024-06-30,2
11.5,42.9,1,11.55,51.0,47,0.87,1,0.16,sin agua,11190.67621034633,2442.7,0,-0.5,-0.866,Coyoacán,2024-07-03,19.3467,-99.1617,1,D0,2024-06-30,3
11.5,42.9,1,11.55,52.0,47,0.87,1,0.16,sin agua,10032.536655816739,2182.1,0,-0.5,-0.866,Coyoacán,2024-07-04,19.3467,-99.1617,1,D0,2024-06-30,4
11.5,42.9,1,11.55,52.0,47,0.87,1,0.16,sin agua,12204.7681484841,2127.8,0,-0.5,-0.866,Coyoacán,2024-07-05,19.3467,-99.1617,1,D0,2024-06-30,5
11.5,42.9,1,11.55,52.0,47,0.87,1,0.16,sin agua,9062.323009515654,2193.2,1,-0.5,-0.866,Coyoacán,2024-07-06,19.3467,-99.1617,1,D0,2024-06-30,6
11.5,42.9,1,11.55,51.0,47,0.87,1,0.16,sin agua,14300.855312764084,2072.2,1,-0.5,-0.866,Coyoacán,2024-07-07,19.3467,-99.1617,1,D0,2024-06-30,7
11.5,42.9,1,11.55,51.0,47,0.87,1,0.16,sin agua,13815.181193983164,2462.7,0,-0.5,-0.866,Coyoacán,2024-07-08,19.3467,-99.1617,1,D0,2024-06-30,8
11.5,42.9,1,11.55,51.0,47,0.87,1,0.16,sin agua,9176.160555889333,2505.0,0,-0.5,-0.866,Coyoacán,2024-07-09,19.3467,-99.1617,1,D0,2024-06-30,9
11.5,42.9,1,11.55,52.0,47,0.87,1,0.16,sin agua,9569.506385530072,2213.1,0,-0.5,-0.866,Coyoacán,2024-07-10,19.3467,-99.1617,1,D0,2024-06-30,10
11.5,42.9,1,11.55,54.0,47,0.87,1,0.16,sin agua,14422.559306786978,2129.4,0,-0.5,-0.866,Coyoacán,2024-07-11,19.3467,-99.1617,1,D0,2024-06-30,11
11.5,42.9,1,11.55,55.0,47,0.87,1,0.16,sin agua,10334.441209679138,2194.8,0,-0.5,-0.866,Coyoacán,2024-07-12,19.3467,-99.1617,1,D0,2024-06-30,12
11.5,42.9,1,11.55,55.0,47,0.87,1,0.16,sin agua,8645.935700531872,2511.9,1,-0.5,-0.866,Coyoacán,2024-07-13,19.3467,-99.1617,1,D0,2024-06-30,13
11.5,42.9,1,11.55,55.0,47,0.87,1,0.16,sin agua,14506.243771841268,2076.3,1,-0.5,-0.866,Coyoacán,2024-07-14,19.3467,-99.1617,1,D0,2024-06-30,14
11.5,42.9,1,11.55,55.0,47,0.87,1,0.16,sin agua,13305.360870775577,2359.6,0,-0.5,-0.866,Coyoacán,2024-07-15,19.3467,-99.1617,1,D0,2024-07-15,0
11.5,42.9,1,11.55,55.0,47,0.87,1,0.16,sin agua,12658.304234802425,2519.0,0,-0.5,-0.866,Coyoacán,2024-07-16,19.3467,-99.1617,1,D0,2024-07-15,1
11.5,42.9,1,11.55,55.0,47,0.87,1,0.16,sin agua,11234.750401432757,2217.3,0,-0.5,-0.866,Coyoacán,2024-07-17,19.3467,-99.1617,1,D0,2024-07-15,2
11.5,42.9,1,11.55,56.0,47,0.87,1,0.16,sin agua,8977.980712639212,2103.1,0,-0.5,-0.866,Coyoacán,2024-07-18,19.3467,-99.1617,1,D0,2024-07-15,3
11.5,42.9,1,11.55,57.0,47,0.87,1,0.16,sin agua,13400.757182415453,2281.9,0,-0.5,-0.866,Coyoacán,2024-07-19,19.3467,-99.1617,1,D0,2024-07-15,4
11.5,42.9,1,11.55,58.0,47,0.87,1,0.16,sin agua,10708.452791435462,2397.8,1,-0.5,-0.866,Coyoacán,2024-07-20,19.3467,-99.1617,1,D0,2024-07-15,5
11.5,42.9,1,11.55,58.0,47,0.87,1,0.16,sin agua,12582.657014294538,2365.4,1,-0.5,-0.866,Coyoacán,2024-07-21,19.3467,-99.1617,1,D0,2024-07-15,6
11.5,42.9,1,11.55,59.0,47,0.87,1,0.16,sin agua,9723.370367764986,2460.8,0,-0.5,-0.866,Coyoacán,2024-07-22,19.3467,-99.1617,1,D0,2024-07-15,7
11.5,42.9,1,11.55,62.0,47,0.87,1,0.16,sin agua,12856.704756798543,2418.4,0,-0.5,-0.866,Coyoacán,2024-07-23,19.3467,-99.1617,1,D0,2024-07-15,8
11.5,42.9,1,11.55,63.0,47,0.87,1,0.16,sin agua,14214.853269138399,2430.7,0,-0.5,-0.866,Coyoacán,2024-07-24,19.3467,-99.1617,1,D0,2024-07-15,9
11.5,42.9,1,11.55,64.0,47,0.87,1,0.16,sin agua,11704.806843479659,2093.6,0,-0.5,-0.866,Coyoacán,2024-07-25,19.3467,-99.1617,1,D0,2024-07-15,10
11.5,42.9,1,11.55,64.0,47,0.87,1,0.16,sin agua,10067.169091994392,2326.2,0,-0.5,-0.866,Coyoacán,2024-07-26,19.3467,-99.1617,1,D0,2024-07-15,11
11.5,42.9,1,11.55,64.0,47,0.87,1,0.16,sin agua,13813.93559968055,2468.6,1,-0.5,-0.866,Coyoacán,2024-07-27,19.3467,-99.1617,1,D0,2024-07-15,12
11.5,42.9,1,11.55,64.0,47,0.87,1,0.16,sin agua,14756.46847941422,2260.5,1,-0.5,-0.866,Coyoacán,2024-07-28,19.3467,-99.1617,1,D0,2024-07-15,13
11.5,42.9,1,11.55,64.0,47,0.87,1,0.16,sin agua,13880.13689648739,2270.7,0,-0.5,-0.866,Coyoacán,2024-07-29,19.3467,-99.1617,1,D0,2024-07-15,14
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,12486.185297297929,2259.8,0,0.5,-0.866,Cuajimalpa de Morelos,2024-05-31,19.3556,-99.2914,3,D2,2024-05-31,0
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,8556.828913095462,2297.8,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-01,19.3556,-99.2914,3,D2,2024-05-31,1
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,9935.694048601854,2409.5,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-02,19.3556,-99.2914,3,D2,2024-05-31,2
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,14125.693472160252,2057.4,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-03,19.3556,-99.2914,3,D2,2024-05-31,3
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,12732.053461579553,2175.4,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-04,19.3556,-99.2914,3,D2,2024-05-31,4
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,14127.062982804873,2414.1,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-05,19.3556,-99.2914,3,D2,2024-05-31,5
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,9176.848514620779,2067.1,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-06,19.3556,-99.2914,3,D2,2024-05-31,6
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,13283.824924259665,2205.8,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-07,19.3556,-99.2914,3,D2,2024-05-31,7
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,14783.574910293342,2422.8,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-08,19.3556,-99.2914,3,D2,2024-05-31,8
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,8778.723044523307,2472.0,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-09,19.3556,-99.2914,3,D2,2024-05-31,9
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,11532.51907514214,2482.7,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-10,19.3556,-99.2914,3,D2,2024-05-31,10
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,8338.840960580792,2365.3,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-11,19.3556,-99.2914,3,D2,2024-05-31,11
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,13144.379391824477,2113.3,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-12,19.3556,-99.2914,3,D2,2024-05-31,12
11.6,43.0,1,7.69,37.0,0,0.0,0,0.0,none,8368.941514655586,2072.1,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-13,19.3556,-99.2914,3,D2,2024-05-31,13
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,12260.351242819932,2392.9,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-14,19.3556,-99.2914,3,D2,2024-05-31,14
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,13190.032503499495,2286.8,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-15,19.3556,-99.2914,3,D2,2024-06-15,0
