location_name,date,lat,lon,day_of_year,month,precip_roll_sum_7d,precip_roll_sum_30d,days_since_last_rain,temp_max_24h,soil_moisture_root,social_report_count,social_stress_index,leak_mention_flag,sentiment_polarity,most_common_pain_keyword,population_density,elevation_meters,is_weekend,month_sin,month_cos,risk_index
Azcapotzalco,2025-12-22,19.4869,-99.1838,356,12,8.3,39.7,0,12.54,50.0,47,0.88,1,0.01,fuga de agua,13892.529592276975,2236.5,0,-0.0,1.0,4
Azcapotzalco,2025-12-23,19.4869,-99.1838,357,12,8.3,39.7,0,12.54,50.0,46,0.88,1,0.01,fuga de agua,11544.010166817712,2357.3,0,-0.0,1.0,4
Azcapotzalco,2025-12-24,19.4869,-99.1838,358,12,8.3,39.7,0,12.54,50.0,45,0.87,1,0.01,fuga de agua,14592.52979604058,2311.9,0,-0.0,1.0,4
Azcapotzalco,2025-12-25,19.4869,-99.1838,359,12,8.3,39.7,0,12.54,50.0,44,0.86,1,0.01,fuga de agua,14844.097254213044,2215.3,0,-0.0,1.0,4
Azcapotzalco,2025-12-26,19.4869,-99.1838,360,12,8.3,39.7,0,12.54,50.0,43,0.86,1,0.01,fuga de agua,11576.529017522273,2081.6,0,-0.0,1.0,4
Azcapotzalco,2025-12-27,19.4869,-99.1838,361,12,8.3,39.7,0,12.54,50.0,40,0.84,1,0.01,fuga de agua,13813.062414159122,2436.6,1,-0.0,1.0,4
Azcapotzalco,2025-12-28,19.4869,-99.1838,362,12,8.3,39.7,0,12.54,49.0,38,0.83,1,0.01,fuga de agua,14821.492987151181,2469.4,1,-0.0,1.0,4
Azcapotzalco,2025-12-29,19.4869,-99.1838,363,12,8.3,39.7,0,12.54,49.0,36,0.81,1,0.01,fuga de agua,14762.81295906651,2056.0,0,-0.0,1.0,4
Azcapotzalco,2025-12-30,19.4869,-99.1838,364,12,8.3,39.7,0,12.54,49.0,35,0.81,1,0.01,fuga de agua,13433.54532071677,2103.9,0,-0.0,1.0,4
Azcapotzalco,2025-12-31,19.4869,-99.1838,365,12,8.3,39.7,0,12.54,49.0,35,0.81,1,0.01,fuga de agua,9232.78704268379,2199.3,0,-0.0,1.0,4
Azcapotzalco,2026-01-01,19.4869,-99.1838,1,1,8.3,39.7,0,12.54,57.0,35,0.81,1,0.01,fuga de agua,9107.347459097758,2214.8,0,0.5,0.866,4
Azcapotzalco,2026-01-02,19.4869,-99.1838,2,1,8.3,39.7,0,12.54,56.0,34,0.79,1,0.01,fuga de agua,11033.935354888175,2219.4,0,0.5,0.866,3
Azcapotzalco,2026-01-03,19.4869,-99.1838,3,1,8.3,39.7,0,12.54,56.0,34,0.79,1,0.01,fuga de agua,13264.711584878447,2320.0,1,0.5,0.866,3
Azcapotzalco,2026-01-04,19.4869,-99.1838,4,1,8.3,39.7,0,12.54,56.0,34,0.79,1,0.01,fuga de agua,14868.536195396173,2188.5,1,0.5,0.866,3
Azcapotzalco,2026-01-05,19.4869,-99.1838,5,1,8.3,39.7,0,12.54,55.0,33,0.8,1,0.01,fuga de agua,11251.93078472684,2134.3,0,0.5,0.866,3
Azcapotzalco,2026-01-06,19.4869,-99.1838,6,1,8.3,39.7,0,12.54,55.0,31,0.77,1,0.01,fuga de agua,9828.729431847694,2529.6,0,0.5,0.866,3
Azcapotzalco,2026-01-07,19.4869,-99.1838,7,1,8.3,39.7,0,12.54,55.0,31,0.77,1,0.01,fuga de agua,13717.311723235336,2459.2,0,0.5,0.866,3
Azcapotzalco,2026-01-08,19.4869,-99.1838,8,1,8.3,39.7,0,12.54,55.0,31,0.77,1,0.01,fuga de agua,10375.721891763425,2330.6,0,0.5,0.866,3
Azcapotzalco,2026-01-09,19.4869,-99.1838,9,1,8.3,39.7,0,12.54,54.0,31,0.77,1,0.01,fuga de agua,13990.577930484054,2069.6,0,0.5,0.866,3
Azcapotzalco,2026-01-10,19.4869,-99.1838,10,1,8.3,39.7,0,12.54,54.0,30,0.78,1,0.01,fuga de agua,12354.73674621564,2188.3,1,0.5,0.866,3
Azcapotzalco,2026-01-11,19.4869,-99.1838,11,1,8.3,39.7,0,12.54,54.0,30,0.78,1,0.01,fuga de agua,10071.970240859144,2343.9,1,0.5,0.866,3
Azcapotzalco,2026-01-12,19.4869,-99.1838,12,1,8.3,39.7,0,12.54,54.0,29,0.77,1,0.01,fuga de agua,13242.590215442584,2353.0,0,0.5,0.866,3
Azcapotzalco,2026-01-13,19.4869,-99.1838,13,1,8.3,39.7,0,12.54,54.0,28,0.77,1,0.01,fuga de agua,8018.730155174738,2480.4,0,0.5,0.866,3
Azcapotzalco,2026-01-14,19.4869,-99.1838,14,1,8.3,39.7,0,12.54,53.0,28,0.77,1,0.01,fuga de agua,14005.762449616137,2084.5,0,0.5,0.866,3
Azcapotzalco,2026-01-15,19.4869,-99.1838,15,1,8.3,39.7,0,12.54,53.0,28,0.77,1,0.01,fuga de agua,11592.041977130903,2104.0,0,0.5,0.866,3
Azcapotzalco,2026-01-16,19.4869,-99.1838,16,1,8.3,39.7,0,12.54,53.0,28,0.77,1,0.01,fuga de agua,8607.055823605593,2437.9,0,0.5,0.866,3
Azcapotzalco,2026-01-17,19.4869,-99.1838,17,1,8.3,39.7,0,12.54,53.0,26,0.75,1,0.01,fuga de agua,14103.199705636349,2239.9,1,0.5,0.866,3
Azcapotzalco,2026-01-18,19.4869,-99.1838,18,1,8.3,39.7,0,12.54,53.0,24,0.74,1,0.01,fuga de agua,14687.996978259447,2338.8,1,0.5,0.866,3
Azcapotzalco,2026-01-19,19.4869,-99.1838,19,1,8.3,39.7,0,12.54,53.0,24,0.74,1,0.01,fuga de agua,10389.035109702358,2397.8,0,0.5,0.866,3
Azcapotzalco,2026-01-20,19.4869,-99.1838,20,1,8.3,39.7,0,12.54,53.0,23,0.74,1,0.01,fuga de agua,12141.825531361277,2483.0,0,0.5,0.866,3
Azcapotzalco,2026-01-21,19.4869,-99.1838,21,1,8.3,39.7,0,12.54,53.0,23,0.74,1,0.01,fuga de agua,10072.576818810432,2195.9,0,0.5,0.866,3
Azcapotzalco,2026-01-22,19.4869,-99.1838,22,1,8.3,39.7,0,12.54,53.0,22,0.73,1,0.01,fuga de agua,13446.206737235003,2326.0,0,0.5,0.866,3
Azcapotzalco,2026-01-23,19.4869,-99.1838,23,1,8.3,39.7,0,12.54,53.0,22,0.73,1,0.01,fuga de agua,14256.711844556668,2497.0,0,0.5,0.866,3
Azcapotzalco,2026-01-24,19.4869,-99.1838,24,1,8.3,39.7,0,12.54,52.0,22,0.73,1,0.01,fuga de agua,10242.898516993748,2215.0,1,0.5,0.866,3
Azcapotzalco,2026-01-25,19.4869,-99.1838,25,1,8.3,39.7,0,12.54,52.0,22,0.73,1,0.01,fuga de agua,12815.75844077664,2067.5,1,0.5,0.866,3
Azcapotzalco,2026-01-26,19.4869,-99.1838,26,1,8.3,39.7,0,12.54,52.0,19,0.71,1,0.01,fuga de agua,10834.524541431478,2190.3,0,0.5,0.866,3
Azcapotzalco,2026-01-27,19.4869,-99.1838,27,1,8.3,39.7,0,12.54,52.0,19,0.71,1,0.01,fuga de agua,10410.867743649935,2143.3,0,0.5,0.866,3
Azcapotzalco,2026-01-28,19.4869,-99.1838,28,1,8.3,39.7,0,12.54,51.0,19,0.71,1,0.01,fuga de agua,12023.559883968137,2213.2,0,0.5,0.866,3
Azcapotzalco,2026-01-29,19.4869,-99.1838,29,1,8.3,39.7,0,12.54,51.0,19,0.71,1,0.01,fuga de agua,8236.586085228044,2307.5,0,0.5,0.866,3
Azcapotzalco,2026-01-30,19.4869,-99.1838,30,1,8.3,39.7,0,12.54,51.0,19,0.71,1,0.01,fuga de agua,10207.88948601592,2121.3,0,0.5,0.866,3
Azcapotzalco,2026-01-31,19.4869,-99.1838,31,1,8.3,39.7,0,12.54,51.0,19,0.71,1,0.01,fuga de agua,10358.679390938452,2283.1,1,0.5,0.866,3
Azcapotzalco,2026-02-01,19.4869,-99.1838,32,2,8.3,39.7,0,12.54,51.0,13,0.68,1,0.02,fuga de agua,13188.489370217565,2381.0,1,0.866,0.5,3
Azcapotzalco,2026-02-02,19.4869,-99.1838,33,2,8.3,39.7,0,12.54,51.0,13,0.68,1,0.02,fuga de agua,13209.84511520178,2471.2,0,0.866,0.5,3
Azcapotzalco,2026-02-03,19.4869,-99.1838,34,2,8.3,39.7,0,12.54,51.0,11,0.66,1,0.02,fuga de agua,9060.8813309297,2472.2,0,0.866,0.5,3
Coyoacán,2025-12-01,19.3467,-99.1617,335,12,11.8,43.2,0,12.45,54.0,114,0.89,1,0.06,fuga de agua,11798.278026307491,2424.8,0,-0.0,1.0,3
Coyoacán,2025-12-02,19.3467,-99.1617,336,12,11.8,43.2,0,12.45,54.0,114,0.89,1,0.06,fuga de agua,10988.516683002825,2197.5,0,-0.0,1.0,3
Coyoacán,2025-12-03,19.3467,-99.1617,337,12,11.8,43.2,0,12.45,54.0,114,0.89,1,0.06,fuga de agua,10950.459324561389,2043.8,0,-0.0,1.0,3
Coyoacán,2025-12-04,19.3467,-99.1617,338,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,9178.182422544975,2506.7,0,-0.0,1.0,3
Coyoacán,2025-12-05,19.3467,-99.1617,339,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,8608.79696616174,2129.3,0,-0.0,1.0,3
Coyoacán,2025-12-06,19.3467,-99.1617,340,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,14382.904582610161,2087.9,1,-0.0,1.0,3
Coyoacán,2025-12-07,19.3467,-99.1617,341,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,10637.523262986782,2507.3,1,-0.0,1.0,3
Coyoacán,2025-12-08,19.3467,-99.1617,342,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,11747.058284673805,2290.5,0,-0.0,1.0,3
Coyoacán,2025-12-09,19.3467,-99.1617,343,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,12255.352524937127,2078.1,0,-0.0,1.0,3
Coyoacán,2025-12-10,19.3467,-99.1617,344,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,11548.070607265627,2289.9,0,-0.0,1.0,3
Coyoacán,2025-12-11,19.3467,-99.1617,345,12,11.8,43.2,0,12.45,53.0,114,0.89,1,0.06,fuga de agua,12751.605799233304,2371.3,0,-0.0,1.0,3
Coyoacán,2025-12-12,19.3467,-99.1617,346,12,11.8,43.2,0,12.45,52.0,114,0.89,1,0.06,fuga de agua,14566.654525193215,2273.0,0,-0.0,1.0,3
Coyoacán,2025-12-13,19.3467,-99.1617,347,12,11.8,43.2,0,12.45,52.0,110,0.89,1,0.06,fuga de agua,14738.461086840916,2384.3,1,-0.0,1.0,3
Coyoacán,2025-12-14,19.3467,-99.1617,348,12,11.8,43.2,0,12.45,52.0,109,0.89,1,0.06,fuga de agua,8453.371088954236,2159.0,1,-0.0,1.0,3
Coyoacán,2025-12-15,19.3467,-99.1617,349,12,11.8,43.2,0,12.45,52.0,104,0.89,1,0.07,fuga de agua,14722.020306746017,2200.6,0,-0.0,1.0,3
Coyoacán,2025-12-16,19.3467,-99.1617,350,12,11.8,43.2,0,12.45,51.0,103,0.89,1,0.07,fuga de agua,14202.82525731009,2207.9,0,-0.0,1.0,3
Coyoacán,2025-12-17,19.3467,-99.1617,351,12,11.8,43.2,0,12.45,51.0,100,0.89,1,0.07,fuga de agua,10724.541818521404,2469.6,0,-0.0,1.0,3
Coyoacán,2025-12-18,19.3467,-99.1617,352,12,11.8,43.2,0,12.45,51.0,99,0.89,1,0.07,fuga de agua,13194.565274806231,2477.0,0,-0.0,1.0,3
Coyoacán,2025-12-19,19.3467,-99.1617,353,12,11.8,43.2,0,12.45,51.0,97,0.89,1,0.08,sin agua,11240.82937435104,2149.3,0,-0.0,1.0,3
Coyoacán,2025-12-20,19.3467,-99.1617,354,12,11.8,43.2,0,12.45,51.0,97,0.89,1,0.08,sin agua,10182.544742714585,2372.0,1,-0.0,1.0,3
Coyoacán,2025-12-21,19.3467,-99.1617,355,12,11.8,43.2,0,12.45,50.0,97,0.89,1,0.08,sin agua,8698.703099696824,2103.3,1,-0.0,1.0,3
Coyoacán,2025-12-22,19.3467,-99.1617,356,12,11.8,43.2,0,12.45,50.0,95,0.89,1,0.08,sin agua,10553.53650271197,2326.4,0,-0.0,1.0,3
Coyoacán,2025-12-23,19.3467,-99.1617,357,12,11.8,43.2,0,12.45,50.0,87,0.89,1,0.09,fuga de agua,13160.705658022114,2483.5,0,-0.0,1.0,3
Coyoacán,2025-12-24,19.3467,-99.1617,358,12,11.8,43.2,0,12.45,50.0,85,0.89,1,0.09,fuga de agua,9247.407756698218,2189.6,0,-0.0,1.0,3
Coyoacán,2025-12-25,19.3467,-99.1617,359,12,11.8,43.2,0,12.45,50.0,83,0.89,1,0.09,fuga de agua,8102.259929141785,2471.8,0,-0.0,1.0,3
Coyoacán,2025-12-26,19.3467,-99.1617,360,12,11.8,43.2,0,12.45,50.0,81,0.89,1,0.1,fuga de agua,9571.929315333224,2114.6,0,-0.0,1.0,3
Coyoacán,2025-12-27,19.3467,-99.1617,361,12,11.8,43.2,0,12.45,50.0,78,0.89,1,0.1,fuga de agua,8321.495451964907,2046.6,1,-0.0,1.0,3
Coyoacán,2025-12-28,19.3467,-99.1617,362,12,11.8,43.2,0,12.45,49.0,76,0.89,1,0.1,fuga de agua,14055.829883806222,2428.4,1,-0.0,1.0,3
Coyoacán,2025-12-29,19.3467,-99.1617,363,12,11.8,43.2,0,12.45,49.0,71,0.89,1,0.11,fuga de agua,12341.202560635085,2425.5,0,-0.0,1.0,3
Coyoacán,2025-12-30,19.3467,-99.1617,364,12,11.8,43.2,0,12.45,49.0,66,0.89,1,0.12,fuga de agua,9800.199456456865,2109.6,0,-0.0,1.0,3
Coyoacán,2025-12-31,19.3467,-99.1617,365,12,11.8,43.2,0,12.45,49.0,65,0.89,1,0.12,fuga de agua,14674.06011885753,2489.3,0,-0.0,1.0,3
Coyoacán,2026-01-01,19.3467,-99.1617,1,1,11.8,43.2,0,12.45,57.0,60,0.89,1,0.12,fuga de agua,10951.639529667085,2531.7,0,0.5,0.866,3
Coyoacán,2026-01-02,19.3467,-99.1617,2,1,11.8,43.2,0,12.45,56.0,60,0.89,1,0.12,fuga de agua,11845.938876357744,2340.5,0,0.5,0.866,3
Coyoacán,2026-01-03,19.3467,-99.1617,3,1,11.8,43.2,0,12.45,56.0,56,0.89,1,0.13,sin agua,14318.962872222548,2439.9,1,0.5,0.866,3
Coyoacán,2026-01-04,19.3467,-99.1617,4,1,11.8,43.2,0,12.45,56.0,55,0.89,1,0.13,sin agua,10559.497359939916,2041.0,1,0.5,0.866,3
Coyoacán,2026-01-05,19.3467,-99.1617,5,1,11.8,43.2,0,12.45,55.0,55,0.89,1,0.13,sin agua,14745.60976558705,2204.5,0,0.5,0.866,3
Coyoacán,2026-01-06,19.3467,-99.1617,6,1,11.8,43.2,0,12.45,55.0,54,0.89,1,0.14,sin agua,8972.42540200712,2044.0,0,0.5,0.866,3
Coyoacán,2026-01-07,19.3467,-99.1617,7,1,11.8,43.2,0,12.45,55.0,53,0.89,1,0.14,sin agua,10946.593295245402,2458.9,0,0.5,0.866,3
Coyoacán,2026-01-08,19.3467,-99.1617,8,1,11.8,43.2,0,12.45,55.0,52,0.89,1,0.14,sin agua,11329.807406333031,2304.0,0,0.5,0.866,3
Coyoacán,2026-01-09,19.3467,-99.1617,9,1,11.8,43.2,0,12.45,54.0,51,0.89,1,0.14,sin agua,9839.686093225395,2277.7,0,0.5,0.866,3
Coyoacán,2026-01-10,19.3467,-99.1617,10,1,11.8,43.2,0,12.45,54.0,47,0.87,1,0.16,sin agua,12938.543488611795,2519.6,1,0.5,0.866,3
Coyoacán,2026-01-11,19.3467,-99.1617,11,1,11.8,43.2,0,12.45,54.0,47,0.87,1,0.16,sin agua,12001.525223634993,2201.9,1,0.5,0.866,3
Coyoacán,2026-01-12,19.3467,-99.1617,12,1,11.8,43.2,0,12.45,54.0,46,0.86,1,0.16,sin agua,12259.525988757367,2155.1,0,0.5,0.866,3
Coyoacán,2026-01-13,19.3467,-99.1617,13,1,11.8,43.2,0,12.45,54.0,46,0.86,1,0.16,sin agua,12076.553938185129,2217.9,0,0.5,0.866,3
Coyoacán,2026-01-14,19.3467,-99.1617,14,1,11.8,43.2,0,12.45,53.0,45,0.85,1,0.16,sin agua,13865.079174832605,2365.1,0,0.5,0.866,3
Coyoacán,2026-01-15,19.3467,-99.1617,15,1,11.8,43.2,0,12.45,53.0,43,0.84,1,0.17,sin agua,10876.479597501691,2323.7,0,0.5,0.866,3
Coyoacán,2026-01-16,19.3467,-99.1617,16,1,11.8,43.2,0,12.45,53.0,36,0.8,1,0.2,sin agua,8288.188848620146,2193.2,0,0.5,0.866,2
Coyoacán,2026-01-17,19.3467,-99.1617,17,1,11.8,43.2,0,12.45,53.0,32,0.77,1,0.19,sin agua,11844.069244609593,2375.7,1,0.5,0.866,2
Coyoacán,2026-01-18,19.3467,-99.1617,18,1,11.8,43.2,0,12.45,53.0,32,0.77,1,0.19,sin agua,10849.778612447673,2131.8,1,0.5,0.866,2
Coyoacán,2026-01-19,19.3467,-99.1617,19,1,11.8,43.2,0,12.45,53.0,32,0.77,1,0.19,sin agua,8811.012907098455,2238.1,0,0.5,0.866,2
Coyoacán,2026-01-20,19.3467,-99.1617,20,1,11.8,43.2,0,12.45,53.0,29,0.76,1,0.19,sin agua,10773.537345635392,2062.3,0,0.5,0.866,2
Coyoacán,2026-01-21,19.3467,-99.1617,21,1,11.8,43.2,0,12.45,53.0,27,0.74,1,0.18,sin agua,13738.054486152163,2178.6,0,0.5,0.866,2
Coyoacán,2026-01-22,19.3467,-99.1617,22,1,11.8,43.2,0,12.45,53.0,26,0.74,1,0.19,fuga de agua,14304.588038926808,2300.5,0,0.5,0.866,2
Coyoacán,2026-01-23,19.3467,-99.1617,23,1,11.8,43.2,0,12.45,53.0,26,0.74,1,0.19,fuga de agua,12162.795901026555,2489.7,0,0.5,0.866,2
Coyoacán,2026-01-24,19.3467,-99.1617,24,1,11.8,43.2,0,12.45,52.0,24,0.72,1,0.2,fuga de agua,9542.56985041129,2043.1,1,0.5,0.866,2
Coyoacán,2026-01-25,19.3467,-99.1617,25,1,11.8,43.2,0,12.45,52.0,24,0.72,1,0.2,fuga de agua,9060.88671956718,2469.2,1,0.5,0.866,2
Coyoacán,2026-01-26,19.3467,-99.1617,26,1,11.8,43.2,0,12.45,52.0,24,0.72,1,0.2,fuga de agua,8865.628618462348,2079.8,0,0.5,0.866,2
Coyoacán,2026-01-27,19.3467,-99.1617,27,1,11.8,43.2,0,12.45,52.0,21,0.7,1,0.23,fuga de agua,10007.135358090556,2177.9,0,0.5,0.866,2
Coyoacán,2026-01-28,19.3467,-99.1617,28,1,11.8,43.2,0,12.45,51.0,19,0.69,1,0.26,fuga de agua,12984.2423976318,2170.7,0,0.5,0.866,2
Coyoacán,2026-01-29,19.3467,-99.1617,29,1,11.8,43.2,0,12.45,51.0,18,0.68,1,0.25,fuga de agua,12595.627933271264,2320.5,0,0.5,0.866,2
Coyoacán,2026-01-30,19.3467,-99.1617,30,1,11.8,43.2,0,12.45,51.0,18,0.68,1,0.25,fuga de agua,10740.28889262046,2041.2,0,0.5,0.866,2
Coyoacán,2026-01-31,19.3467,-99.1617,31,1,11.8,43.2,0,12.45,51.0,18,0.68,1,0.25,fuga de agua,9716.741621010846,2294.7,1,0.5,0.866,2
Coyoacán,2026-02-01,19.3467,-99.1617,32,2,11.8,43.2,0,12.45,51.0,16,0.67,1,0.29,sin agua,12242.413724875934,2168.0,1,0.866,0.5,2
Coyoacán,2026-02-02,19.3467,-99.1617,33,2,11.8,43.2,0,12.45,51.0,16,0.67,1,0.29,sin agua,8091.163665626571,2128.5,0,0.866,0.5,2
Coyoacán,2026-02-03,19.3467,-99.1617,34,2,11.8,43.2,0,12.45,51.0,13,0.65,1,0.26,sin agua,11293.801922957116,2491.7,0,0.866,0.5,2
Cuajimalpa de Morelos,2025-12-01,19.3556,-99.2914,335,12,13.3,44.7,0,8.76,54.0,2017,0.9,1,0.0,fuga de agua,12059.583927761774,2306.7,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-02,19.3556,-99.2914,336,12,13.3,44.7,0,8.76,54.0,2017,0.9,1,0.0,fuga de agua,14200.031933741415,2203.8,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-03,19.3556,-99.2914,337,12,13.3,44.7,0,8.76,54.0,2017,0.9,1,0.0,fuga de agua,11396.711813432206,2338.5,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-04,19.3556,-99.2914,338,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,10532.286223909041,2412.5,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-05,19.3556,-99.2914,339,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,8958.227912513054,2539.1,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-06,19.3556,-99.2914,340,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,12570.754402334805,2094.7,1,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-07,19.3556,-99.2914,341,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,12305.215134891154,2293.5,1,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-08,19.3556,-99.2914,342,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,12649.764006190639,2046.3,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-09,19.3556,-99.2914,343,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,12393.079025845444,2177.0,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-10,19.3556,-99.2914,344,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,10530.173369643504,2267.1,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-11,19.3556,-99.2914,345,12,13.3,44.7,0,8.76,53.0,2017,0.9,1,0.0,fuga de agua,12116.269514389056,2339.4,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-12,19.3556,-99.2914,346,12,13.3,44.7,0,8.76,52.0,1999,0.9,1,0.0,fuga de agua,13117.922754406214,2329.7,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-13,19.3556,-99.2914,347,12,13.3,44.7,0,8.76,52.0,1959,0.9,1,0.0,fuga de agua,13011.228586356043,2181.0,1,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-14,19.3556,-99.2914,348,12,13.3,44.7,0,8.76,52.0,1947,0.9,1,0.0,fuga de agua,14366.302283473964,2090.5,1,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-15,19.3556,-99.2914,349,12,13.3,44.7,0,8.76,52.0,1928,0.9,1,0.0,fuga de agua,10952.288009714255,2284.5,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-16,19.3556,-99.2914,350,12,13.3,44.7,0,8.76,51.0,1907,0.9,1,0.0,fuga de agua,8802.375154980911,2132.5,0,-0.0,1.0,3
Cuajimalpa de Morelos,2025-12-17,19.3556,-99.2914,351,12,13.3,44.7,0,8.76,51.0,1878,0.9,1,0.0,fuga de agua,10045.311617840396,2192.1,0,-0.0,1.0,3
